intstarttime,vcimsi,intenbid,intscrsrp,intpci,intnc1rsrp,intnc2rsrp,intnc3rsrp,intnc4rsrp,intnc5rsrp,intnc6rsrp,intnc7rsrp,intnc8rsrp,intmr_ta,intmr_uetranspowermargin,flong,flat
1584677919000 ,224430184,178395,54,155,\N,\N,\N,\N,\N,\N,\N,\N,48,48,114.082717,22.544385
1584677923000 ,224430184,178395,52,155,43,\N,\N,\N,\N,\N,\N,\N,48,48,114.082717,22.544385
1584677923000 ,224430184,178395,52,155,30,28,\N,\N,\N,\N,\N,\N,48,48,114.082717,22.544385
1584678829000 ,493846617,704858,66,311,59,56,\N,\N,\N,\N,\N,\N,0,44,114.081001,22.542754
1584678835000 ,493846617,704858,66,311,60,\N,\N,\N,\N,\N,\N,\N,0,44,114.081001,22.542754
1584678840000 ,493846617,704858,68,311,56,\N,\N,\N,\N,\N,\N,\N,0,47,114.081001,22.542754
1584679106000 ,38488669,704858,71,57,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.07937,22.543934
1584679106000 ,38488669,704858,71,57,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.079392,22.543677
1584679106000 ,38488669,704858,71,57,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.079392,22.543677
1584679111000 ,38488669,704858,62,57,60,\N,\N,\N,\N,\N,\N,\N,16,56,114.079392,22.543677
1584679116000 ,38488669,704858,65,57,58,\N,\N,\N,\N,\N,\N,\N,16,53,114.07937,22.543559
1584679122000 ,38488669,704858,63,57,\N,\N,\N,\N,\N,\N,\N,\N,16,48,114.079284,22.543505
1584677941000 ,383579268,178395,56,154,52,40,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677942000 ,383579268,178395,55,154,50,42,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677941000 ,383579268,178395,56,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677941000 ,383579268,178395,56,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677942000 ,383579268,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677942000 ,383579268,178395,55,154,53,50,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584679068000 ,436946342,704858,50,311,48,47,43,\N,\N,\N,\N,\N,\N,\N,114.081795,22.543451
1584679068000 ,436946342,704858,50,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081795,22.543451
1584679068000 ,436946342,704858,50,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081795,22.543451
1584679068000 ,436946342,704858,50,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081795,22.543451
1584679068000 ,436946342,704858,50,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081795,22.543451
1584679559000 ,69311217,179461,76,502,73,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545468
1584679564000 ,69311217,179461,76,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545479
1584679559000 ,69311217,179461,76,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545468
1584679564000 ,69311217,179461,76,502,39,37,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545479
1584679574000 ,69311217,179461,76,502,73,55,\N,\N,\N,\N,\N,\N,0,63,114.079456,22.545479
1584677984000 ,138746433,178395,82,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081516,22.54476
1584677979000 ,138746433,178395,83,1,70,\N,\N,\N,\N,\N,\N,\N,0,63,114.081516,22.54476
1584678979000 ,125479301,704858,75,28,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081859,22.543805
1584679510000 ,4936598,179461,63,503,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079906,22.544492
1584679756000 ,10998240,179461,73,503,71,\N,\N,\N,\N,\N,\N,\N,32,63,114.079241,22.545651
1584679138000 ,470002064,704858,56,57,\N,\N,\N,\N,\N,\N,\N,\N,32,39,114.078769,22.542893
1584679134000 ,470002064,704858,57,57,\N,\N,\N,\N,\N,\N,\N,\N,32,39,114.078769,22.542893
1584677735000 ,350778178,178395,61,1,\N,\N,\N,\N,\N,\N,\N,\N,16,53,114.082181,22.544825
1584678886000 ,42138410,704858,78,311,69,58,\N,\N,\N,\N,\N,\N,0,36,114.082095,22.543001
1584678886000 ,42138410,704858,78,311,\N,\N,\N,\N,\N,\N,\N,\N,0,36,114.082095,22.543001
1584678891000 ,42138410,704858,85,311,46,32,30,\N,\N,\N,\N,\N,0,52,114.081881,22.542969
1584678891000 ,42138410,704858,85,311,62,58,56,\N,\N,\N,\N,\N,0,52,114.081881,22.542969
1584678891000 ,42138410,704858,85,311,70,69,\N,\N,\N,\N,\N,\N,0,52,114.081881,22.542969
1584678896000 ,42138410,704858,83,311,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081881,22.542969
1584678896000 ,42138410,704858,83,311,43,27,\N,\N,\N,\N,\N,\N,0,63,114.081816,22.543001
1584678896000 ,42138410,704858,83,311,40,\N,\N,\N,\N,\N,\N,\N,0,63,114.081816,22.54299
1584678896000 ,42138410,704858,83,311,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081816,22.54299
1584678901000 ,42138410,704858,85,311,\N,\N,\N,\N,\N,\N,\N,\N,0,61,114.081816,22.54299
1584678906000 ,42138410,704858,83,311,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081816,22.542979
1584678912000 ,42138410,704858,86,311,\N,\N,\N,\N,\N,\N,\N,\N,0,53,114.081816,22.542979
1584678901000 ,42138410,704858,83,311,43,29,\N,\N,\N,\N,\N,\N,0,61,114.081816,22.542979
1584678901000 ,42138410,704858,83,311,36,\N,\N,\N,\N,\N,\N,\N,0,61,114.081816,22.542979
1584677726000 ,60252919,178395,63,155,59,\N,\N,\N,\N,\N,\N,\N,32,50,114.082675,22.544331
1584677726000 ,60252919,178395,63,155,47,41,\N,\N,\N,\N,\N,\N,32,50,114.082675,22.544331
1584677726000 ,60252919,178395,63,155,67,63,63,\N,\N,\N,\N,\N,32,50,114.082675,22.544331
1584677721000 ,60252919,178395,64,155,59,\N,\N,\N,\N,\N,\N,\N,32,41,114.082675,22.544331
1584677721000 ,60252919,178395,63,155,47,41,\N,\N,\N,\N,\N,\N,32,41,114.082675,22.544331
1584677721000 ,60252919,178395,63,155,49,\N,\N,\N,\N,\N,\N,\N,32,41,114.082675,22.544331
1584677716000 ,60252919,178395,65,155,63,56,\N,\N,\N,\N,\N,\N,48,41,114.082675,22.544331
1584677731000 ,60252919,178395,60,155,54,\N,\N,\N,\N,\N,\N,\N,32,50,114.082675,22.544331
1584677731000 ,60252919,178395,60,155,50,43,\N,\N,\N,\N,\N,\N,32,50,114.082717,22.544481
1584677782000 ,135165615,178395,83,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.544814
1584677792000 ,135165615,178395,85,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081537,22.544857
1584679630000 ,83038343,179461,77,502,74,57,\N,\N,\N,\N,\N,\N,0,60,114.079563,22.545501
1584679630000 ,83038343,179461,77,502,39,37,\N,\N,\N,\N,\N,\N,0,60,114.079563,22.545501
1584679640000 ,83038343,179461,76,502,75,58,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545533
1584679645000 ,83038343,179461,76,502,76,58,\N,\N,\N,\N,\N,\N,0,63,114.07952,22.545543
1584679640000 ,83038343,179461,76,502,37,36,29,\N,\N,\N,\N,\N,0,63,114.079542,22.545533
1584679645000 ,83038343,179461,76,502,37,37,\N,\N,\N,\N,\N,\N,0,63,114.07952,22.545543
1584679635000 ,83038343,179461,76,502,74,57,\N,\N,\N,\N,\N,\N,0,60,114.079563,22.545511
1584679635000 ,83038343,179461,76,502,43,37,\N,\N,\N,\N,\N,\N,0,60,114.079606,22.545511
1584679509000 ,4936598,179461,63,503,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079906,22.544492
1584679509000 ,4936598,179461,63,503,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079906,22.544492
1584679163000 ,503707067,688740,71,285,70,\N,\N,\N,\N,\N,\N,\N,0,62,114.083082,22.545661
1584679168000 ,503707067,688740,69,285,66,61,\N,\N,\N,\N,\N,\N,0,60,114.083211,22.545661
1584678886000 ,42138410,704858,77,311,\N,\N,\N,\N,\N,\N,\N,\N,0,36,114.08231,22.543065
1584678891000 ,42138410,704858,82,311,\N,\N,\N,\N,\N,\N,\N,\N,0,52,114.082095,22.543001
1584678886000 ,42138410,704858,78,311,35,30,\N,\N,\N,\N,\N,\N,0,36,114.082095,22.543001
1584678974000 ,48200270,704858,52,311,63,\N,\N,\N,\N,\N,\N,\N,16,32,114.080894,22.54255
1584680054000 ,71495232,179461,74,502,74,62,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680039000 ,71495232,179461,74,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680039000 ,71495232,179461,74,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680049000 ,71495232,179461,75,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680049000 ,71495232,179461,75,502,36,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680067000 ,5521833,179461,73,502,71,\N,\N,\N,\N,\N,\N,\N,0,62,114.07922,22.545812
1584680061000 ,5521833,179461,73,502,71,\N,\N,\N,\N,\N,\N,\N,0,62,114.079306,22.545533
1584679363000 ,448515933,704858,38,409,\N,\N,\N,\N,\N,\N,\N,\N,16,22,114.080357,22.543773
1584679363000 ,448515933,704858,38,409,\N,\N,\N,\N,\N,\N,\N,\N,16,22,114.080357,22.543773
1584679363000 ,448515933,704858,38,409,30,29,28,\N,\N,\N,\N,\N,16,22,114.080357,22.543773
1584679363000 ,448515933,704858,38,409,36,\N,\N,\N,\N,\N,\N,\N,16,22,114.080357,22.543773
1584680044000 ,71495232,179461,74,502,75,62,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680044000 ,71495232,179461,74,502,37,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680059000 ,71495232,179461,75,502,74,60,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680064000 ,71495232,179461,75,502,75,58,\N,\N,\N,\N,\N,\N,0,63,114.079499,22.545586
1584680071000 ,176288994,179461,60,502,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.078276,22.545779
1584680064000 ,71495232,179461,75,502,35,\N,\N,\N,\N,\N,\N,\N,0,63,114.079499,22.545586
1584679261000 ,222932339,704858,60,311,59,\N,\N,\N,\N,\N,\N,\N,16,45,114.081451,22.54358
1584679408000 ,487610194,704858,60,57,\N,\N,\N,\N,\N,\N,\N,\N,16,39,114.07907,22.542893
1584679413000 ,487610194,704858,62,57,56,55,\N,\N,\N,\N,\N,\N,16,41,114.07907,22.542893
1584678190000 ,345125747,178395,71,154,58,54,\N,\N,\N,\N,\N,\N,32,61,114.08025,22.544664
1584678190000 ,345125747,178395,71,154,41,\N,\N,\N,\N,\N,\N,\N,32,61,114.08025,22.544664
1584678195000 ,345125747,178395,71,154,62,\N,\N,\N,\N,\N,\N,\N,32,61,114.08025,22.544664
1584679323000 ,481083427,704858,65,311,\N,\N,\N,\N,\N,\N,\N,\N,0,44,114.082031,22.543215
1584679097000 ,460055826,688740,54,285,53,52,46,\N,\N,\N,\N,\N,\N,\N,114.082567,22.545082
1584679998000 ,383698011,179461,46,502,47,44,42,39,\N,\N,\N,\N,\N,\N,114.075121,22.547217
1584677934000 ,372803534,178395,48,154,44,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677934000 ,372803534,178395,56,154,47,43,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677935000 ,372803534,178395,50,154,47,40,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677934000 ,372803534,178395,50,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677934000 ,372803534,178395,50,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677934000 ,372803534,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677935000 ,372803534,178395,49,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584680016000 ,79718369,179461,54,503,67,58,\N,\N,\N,\N,\N,\N,16,46,114.078919,22.544621
1584680016000 ,79718369,179461,54,503,55,\N,\N,\N,\N,\N,\N,\N,16,46,114.078919,22.544621
1584680028000 ,67225951,179461,76,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680028000 ,67225951,179461,76,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680033000 ,67225951,179461,75,502,74,59,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584680033000 ,67225951,179461,75,502,38,\N,\N,\N,\N,\N,\N,\N,0,63,114.079477,22.545608
1584678170000 ,383476366,178395,50,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545104
1584678170000 ,383476366,178395,50,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545104
1584678144000 ,372487012,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678144000 ,372487012,178395,51,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080336,22.545093
1584678214000 ,385612242,178395,51,154,45,40,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678214000 ,385612242,178395,55,154,47,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678214000 ,385612242,178395,52,154,36,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678064000 ,529984159,178395,85,1,\N,\N,\N,\N,\N,\N,\N,\N,16,62,114.08158,22.544943
1584678064000 ,529984159,178395,85,1,\N,\N,\N,\N,\N,\N,\N,\N,16,62,114.08158,22.544943
1584678144000 ,372487012,178395,55,154,44,43,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678144000 ,372487012,178395,51,154,46,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080336,22.545082
1584678145000 ,372487012,178395,54,154,48,45,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678265000 ,65015746,178395,74,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081859,22.542958
1584678259000 ,373141967,178395,50,154,47,43,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678260000 ,373141967,178395,50,154,43,42,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678259000 ,373141967,178395,50,154,36,31,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584679800000 ,410632116,179461,62,501,60,\N,\N,\N,\N,\N,\N,\N,48,40,114.081387,22.545737
1584679794000 ,410632116,179461,63,501,60,\N,\N,\N,\N,\N,\N,\N,48,40,114.081387,22.545737
1584679794000 ,410632116,179461,63,501,\N,\N,\N,\N,\N,\N,\N,\N,48,40,114.081387,22.545737
1584679798000 ,74333857,179461,75,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079499,22.545576
1584679787000 ,183082115,179461,78,503,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079992,22.54505
1584679787000 ,183082115,179461,78,503,73,62,\N,\N,\N,\N,\N,\N,0,63,114.079992,22.54505
1584679792000 ,183082115,179461,80,503,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079992,22.54505
1584678064000 ,409776509,178395,67,155,64,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082953,22.543205
1584678064000 ,409776509,178395,67,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082095,22.543194
1584679320000 ,408493660,688740,75,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545629
1584679325000 ,408493660,688740,75,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545629
1584679320000 ,408493660,688740,75,285,44,\N,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545629
1584679320000 ,408493660,688740,75,285,69,69,66,\N,\N,\N,\N,\N,0,63,114.082717,22.545629
1584679320000 ,408493660,688740,75,285,45,44,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545629
1584679340000 ,408493660,688740,72,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584678170000 ,383476366,178395,48,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545104
1584679797000 ,470326518,179461,61,502,19,\N,\N,\N,\N,\N,\N,\N,48,49,114.079992,22.546906
1584679797000 ,470326518,179461,61,502,53,48,\N,\N,\N,\N,\N,\N,48,49,114.079992,22.546906
1584679797000 ,470326518,179461,61,502,\N,\N,\N,\N,\N,\N,\N,\N,48,49,114.079992,22.546906
1584679800000 ,470326518,179461,59,502,62,\N,\N,\N,\N,\N,\N,\N,48,55,114.079992,22.546906
1584679256000 ,220845015,688740,75,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082653,22.54535
1584679261000 ,220845015,688740,77,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082632,22.545404
1584679251000 ,220845015,688740,72,285,38,36,33,\N,\N,\N,\N,\N,0,63,114.082653,22.54535
1584679251000 ,220845015,688740,72,285,63,61,56,\N,\N,\N,\N,\N,0,63,114.082653,22.54535
1584679256000 ,220845015,688740,75,285,43,37,\N,\N,\N,\N,\N,\N,0,63,114.082632,22.545404
1584679261000 ,220845015,688740,77,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.54549
1584679261000 ,220845015,688740,77,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.54549
1584679266000 ,220845015,688740,75,285,\N,\N,\N,\N,\N,\N,\N,\N,0,58,114.08261,22.54549
1584679271000 ,220845015,688740,81,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.545533
1584679473000 ,408493660,688740,71,285,40,38,\N,\N,\N,\N,\N,\N,0,63,114.082503,22.545887
1584679473000 ,408493660,688740,71,285,68,67,66,\N,\N,\N,\N,\N,0,63,114.082503,22.545887
1584678523000 ,169308367,178395,60,1,\N,\N,\N,\N,\N,\N,\N,\N,16,59,114.081172,22.546262
1584678490000 ,57633661,178395,48,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080593,22.545104
1584678525000 ,378167604,178395,53,154,45,38,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584679282000 ,220845015,688740,72,285,71,70,68,\N,\N,\N,\N,\N,0,63,114.08261,22.545586
1584679287000 ,220845015,688740,59,285,36,33,\N,\N,\N,\N,\N,\N,0,55,114.082288,22.545511
1584679271000 ,220845015,688740,81,285,50,\N,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.545554
1584679271000 ,220845015,688740,81,285,50,46,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.545554
1584679276000 ,220845015,688740,84,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.545554
1584679282000 ,220845015,688740,72,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545608
1584679287000 ,220845015,688740,60,285,58,\N,\N,\N,\N,\N,\N,\N,0,55,114.08261,22.545586
1584679277000 ,220845015,688740,84,285,44,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545608
1584679277000 ,220845015,688740,84,285,55,47,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545608
1584679282000 ,220845015,688740,72,285,51,43,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.545586
1584680365000 ,174514353,179461,51,502,61,60,\N,\N,\N,\N,\N,\N,48,42,114.079413,22.547078
1584680271000 ,160889941,179461,57,502,67,66,63,\N,\N,\N,\N,\N,\N,\N,114.079241,22.54623
1584679274000 ,408493660,688740,76,285,44,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679274000 ,408493660,688740,76,285,69,66,65,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679279000 ,408493660,688740,73,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679284000 ,408493660,688740,70,285,63,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679279000 ,408493660,688740,73,285,44,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679279000 ,408493660,688740,73,285,71,70,68,\N,\N,\N,\N,\N,0,63,114.082782,22.54564
1584679335000 ,408493660,688740,73,285,35,34,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584678147000 ,211255402,178395,58,155,55,\N,\N,\N,\N,\N,\N,\N,16,55,114.082803,22.544277
1584678536000 ,58019266,178395,46,154,45,42,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678536000 ,58019266,178395,46,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678536000 ,58019266,178395,46,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678536000 ,58019266,178395,47,154,39,38,35,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678536000 ,58019266,178395,47,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678536000 ,58019266,178395,47,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584680186000 ,12065979,179461,71,502,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079456,22.545629
1584680181000 ,12065979,179461,73,502,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.07922,22.545737
1584678536000 ,369271670,178395,55,154,50,46,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678538000 ,369271670,178395,49,154,44,37,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678538000 ,369271670,178395,50,154,43,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678536000 ,369271670,178395,56,154,35,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678536000 ,369271670,178395,56,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678538000 ,369271670,178395,49,154,35,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678538000 ,369271670,178395,49,154,53,47,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678538000 ,369271670,178395,50,154,54,42,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584680289000 ,477427401,179461,40,501,11,10,\N,\N,\N,\N,\N,\N,32,31,114.080658,22.545104
1584680289000 ,477427401,179461,40,501,36,\N,\N,\N,\N,\N,\N,\N,32,31,114.080658,22.545104
1584677948000 ,413568727,178395,54,154,35,28,\N,\N,\N,\N,\N,\N,48,44,114.079198,22.543934
1584677958000 ,413568727,178395,51,154,50,48,\N,\N,\N,\N,\N,\N,32,45,114.079198,22.543934
1584677958000 ,413568727,178395,51,154,33,\N,\N,\N,\N,\N,\N,\N,32,45,114.079198,22.543934
1584677963000 ,413568727,178395,52,154,49,46,\N,\N,\N,\N,\N,\N,32,42,114.079198,22.543934
1584677963000 ,413568727,178395,52,154,34,31,\N,\N,\N,\N,\N,\N,32,42,114.079198,22.543934
1584677968000 ,413568727,178395,55,154,53,\N,\N,\N,\N,\N,\N,\N,32,40,114.078769,22.543977
1584677968000 ,413568727,178395,55,154,36,29,18,\N,\N,\N,\N,\N,32,40,114.079198,22.543934
1584677940000 ,383579268,178395,55,1,51,45,44,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677938000 ,413568727,178395,55,154,52,43,\N,\N,\N,\N,\N,\N,48,32,114.078877,22.543977
1584677943000 ,413568727,178395,55,154,51,47,44,\N,\N,\N,\N,\N,48,47,114.079198,22.543934
1584677938000 ,413568727,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,48,32,114.079198,22.543934
1584677943000 ,413568727,178395,55,154,36,29,\N,\N,\N,\N,\N,\N,48,47,114.079198,22.543934
1584679720000 ,78516686,179461,76,502,74,\N,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545479
1584679720000 ,78516686,179461,76,502,37,\N,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545479
1584677940000 ,383579268,178395,51,1,51,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677940000 ,383579268,178395,55,1,55,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677940000 ,383579268,178395,52,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677940000 ,383579268,178395,55,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545082
1584677902000 ,378285519,178395,54,154,45,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677904000 ,378285519,178395,54,154,43,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677902000 ,378285519,178395,54,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677919000 ,371288108,178395,54,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080293,22.545071
1584677956000 ,378854822,178395,56,154,47,44,\N,\N,\N,\N,\N,\N,\N,\N,114.080314,22.545082
1584677957000 ,378854822,178395,55,154,46,42,\N,\N,\N,\N,\N,\N,\N,\N,114.080314,22.545082
1584677896000 ,383750480,178395,43,1,56,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545061
1584677896000 ,383750480,178395,43,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545071
1584679773000 ,3423770,179461,57,502,49,\N,\N,\N,\N,\N,\N,\N,16,45,114.079456,22.545146
1584677896000 ,383750480,178395,50,154,40,28,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545071
1584677897000 ,383750480,178395,47,154,42,34,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545071
1584677896000 ,383750480,178395,49,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.08025,22.545028
1584677896000 ,383750480,178395,49,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.08025,22.545028
1584677897000 ,383750480,178395,47,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545071
1584679783000 ,172821072,179461,65,503,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079885,22.544277
1584677859000 ,372592317,178395,78,155,73,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081816,22.543237
1584677859000 ,372592317,178395,78,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081816,22.543205
1584679698000 ,485380634,179461,60,501,52,\N,\N,\N,\N,\N,\N,\N,32,54,114.078447,22.545318
1584679724000 ,485380634,179461,49,501,48,47,\N,\N,\N,\N,\N,\N,32,39,114.078383,22.545307
1584678679000 ,373412796,704858,41,57,43,\N,\N,\N,\N,\N,\N,\N,16,22,114.080271,22.544288
1584679780000 ,403553149,179461,65,502,61,\N,\N,\N,\N,\N,\N,\N,32,53,114.079327,22.544599
1584677851000 ,270678882,178395,61,154,60,\N,\N,\N,\N,\N,\N,\N,16,55,114.080336,22.544664
1584677846000 ,270678882,178395,64,154,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.080336,22.544664
