intstarttime,vcimsi,intenbid,intscrsrp,intpci,intnc1rsrp,intnc2rsrp,intnc3rsrp,intnc4rsrp,intnc5rsrp,intnc6rsrp,intnc7rsrp,intnc8rsrp,intmr_ta,intmr_uetranspowermargin,flong,flat
1584680046000 ,83491355,179461,53,502,50,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079864,22.547131
1584679936000 ,174298901,179461,72,503,\N,\N,\N,\N,\N,\N,\N,\N,16,59,114.079864,22.54417
1584680083000 ,180417855,179461,68,503,59,\N,\N,\N,\N,\N,\N,\N,16,58,114.080271,22.544846
1584680088000 ,180417855,179461,68,503,\N,\N,\N,\N,\N,\N,\N,\N,16,60,114.080143,22.544664
1584678033000 ,336835548,178395,56,154,63,\N,\N,\N,\N,\N,\N,\N,16,50,114.080057,22.544707
1584679434000 ,492256200,688740,70,285,43,36,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.545383
1584679434000 ,492256200,688740,70,285,50,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.545383
1584679439000 ,492256200,688740,69,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.545383
1584679439000 ,492256200,688740,69,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082782,22.545189
1584679475000 ,354942174,688740,64,286,48,\N,\N,\N,\N,\N,\N,\N,0,57,114.082739,22.546219
1584679304000 ,408493660,688740,76,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.54564
1584679309000 ,408493660,688740,75,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.54564
1584679315000 ,408493660,688740,74,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545629
1584679304000 ,408493660,688740,76,285,45,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.54564
1584679296000 ,481141615,688740,75,286,30,\N,\N,\N,\N,\N,\N,\N,0,63,114.082331,22.54579
1584679296000 ,481141615,688740,75,286,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082331,22.54579
1584679301000 ,481141615,688740,71,286,36,\N,\N,\N,\N,\N,\N,\N,0,63,114.082417,22.545887
1584679304000 ,408493660,688740,76,285,71,68,66,\N,\N,\N,\N,\N,0,63,114.082739,22.54564
1584679304000 ,408493660,688740,76,285,54,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.54564
1584679309000 ,408493660,688740,75,285,48,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545629
1584679309000 ,408493660,688740,75,285,72,68,68,\N,\N,\N,\N,\N,0,63,114.082739,22.545629
1584679309000 ,408493660,688740,75,285,48,45,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545629
1584678897000 ,309324043,688740,52,285,49,47,\N,\N,\N,\N,\N,\N,16,40,114.082739,22.544878
1584678903000 ,309324043,688740,51,285,50,48,46,\N,\N,\N,\N,\N,16,42,114.082739,22.544878
1584678902000 ,309324043,688740,52,285,33,\N,\N,\N,\N,\N,\N,\N,16,42,114.082739,22.544878
1584679788000 ,172821072,179461,66,503,\N,\N,\N,\N,\N,\N,\N,\N,16,57,114.079906,22.544288
1584679865000 ,77479801,179461,75,503,30,28,\N,\N,\N,\N,\N,\N,16,57,114.079477,22.544653
1584678086000 ,405904945,178395,56,154,46,\N,\N,\N,\N,\N,\N,\N,16,13,114.078877,22.54388
1584678086000 ,405904945,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,16,13,114.078877,22.54388
1584678091000 ,405904945,178395,55,154,45,42,\N,\N,\N,\N,\N,\N,32,38,114.078877,22.54388
1584678091000 ,405904945,178395,55,154,61,57,\N,\N,\N,\N,\N,\N,32,38,114.078855,22.54388
1584679786000 ,81862649,179461,69,503,\N,\N,\N,\N,\N,\N,\N,\N,0,58,114.080035,22.544353
1584679796000 ,81862649,179461,69,503,\N,\N,\N,\N,\N,\N,\N,\N,0,58,114.080035,22.544353
1584679417000 ,408493660,688740,74,285,71,71,70,\N,\N,\N,\N,\N,0,63,114.084091,22.545307
1584679417000 ,408493660,688740,74,285,47,42,\N,\N,\N,\N,\N,\N,0,63,114.084091,22.545307
1584679422000 ,408493660,688740,74,285,37,34,\N,\N,\N,\N,\N,\N,0,63,114.084091,22.545297
1584679422000 ,408493660,688740,74,285,71,69,68,\N,\N,\N,\N,\N,0,63,114.084091,22.545297
1584679427000 ,408493660,688740,74,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.084091,22.545297
1584679432000 ,408493660,688740,73,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.084112,22.545286
1584678024000 ,377454781,178395,50,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545125
1584678024000 ,377454781,178395,53,154,26,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080014,22.545125
1584679371000 ,408493660,688740,77,285,44,37,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584679371000 ,408493660,688740,77,285,69,67,66,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584679371000 ,408493660,688740,77,285,47,46,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584679376000 ,408493660,688740,74,285,40,35,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545726
1584680381000 ,407975408,179461,62,502,\N,\N,\N,\N,\N,\N,\N,\N,32,56,114.079241,22.545425
1584680348000 ,75281803,179461,76,502,74,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584680348000 ,75281803,179461,76,502,38,35,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584680353000 ,75281803,179461,77,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584680353000 ,75281803,179461,77,502,38,37,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584679188000 ,311243760,688740,65,285,63,60,60,57,\N,\N,\N,\N,0,60,114.083211,22.545715
1584679306000 ,481141615,688740,70,286,66,50,\N,\N,\N,\N,\N,\N,0,63,114.082589,22.546005
1584679432000 ,408493660,688740,73,285,70,70,68,\N,\N,\N,\N,\N,0,63,114.084112,22.545286
1584679432000 ,408493660,688740,73,285,57,\N,\N,\N,\N,\N,\N,\N,0,63,114.084112,22.545286
1584678004000 ,138746433,178395,76,1,63,\N,\N,\N,\N,\N,\N,\N,32,54,114.081473,22.544739
1584678132000 ,138746433,178395,58,1,62,57,\N,\N,\N,\N,\N,\N,32,44,114.080829,22.544878
1584678254000 ,385841209,178395,52,154,43,37,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678255000 ,385841209,178395,52,154,42,38,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678251000 ,385841209,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678254000 ,385841209,178395,52,154,48,38,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584678255000 ,385841209,178395,52,154,32,32,\N,\N,\N,\N,\N,\N,\N,\N,114.080035,22.545114
1584679202000 ,501455616,688740,69,285,\N,\N,\N,\N,\N,\N,\N,\N,0,59,114.082803,22.545286
1584678515000 ,279519507,178395,66,1,\N,\N,\N,\N,\N,\N,\N,\N,16,53,114.082675,22.544964
1584678530000 ,279519507,178395,67,1,\N,\N,\N,\N,\N,\N,\N,\N,16,53,114.082675,22.544932
1584680159000 ,74965136,179461,77,502,74,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545608
1584680164000 ,74965136,179461,76,502,73,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545608
1584680159000 ,74965136,179461,77,502,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545608
1584678493000 ,135385429,178395,79,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081473,22.544825
1584678494000 ,51004734,178395,48,154,39,35,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678495000 ,51004734,178395,47,154,38,35,34,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678494000 ,51004734,178395,48,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080207,22.544846
1584678477000 ,136966838,178395,77,1,\N,\N,\N,\N,\N,\N,\N,\N,0,60,114.081473,22.544825
1584678469000 ,54652457,178395,46,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678401000 ,381914142,178395,50,154,49,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545125
1584678402000 ,381914142,178395,51,154,49,45,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545125
1584678401000 ,381914142,178395,51,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545125
1584680254000 ,78701286,179461,77,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584680254000 ,78701286,179461,77,502,38,36,\N,\N,\N,\N,\N,\N,0,63,114.079563,22.545576
1584678383000 ,135677404,178395,60,154,\N,\N,\N,\N,\N,\N,\N,\N,16,51,114.080443,22.544986
1584678383000 ,135677404,178395,60,154,61,61,58,\N,\N,\N,\N,\N,16,51,114.080507,22.544964
1584678383000 ,135677404,178395,60,154,62,62,60,\N,\N,\N,\N,\N,16,51,114.080507,22.544964
1584678388000 ,135677404,178395,61,154,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.080507,22.544964
1584678388000 ,135677404,178395,61,154,62,62,55,\N,\N,\N,\N,\N,16,54,114.080507,22.544964
1584678385000 ,64150310,178395,58,154,46,45,\N,\N,\N,\N,\N,\N,32,50,114.080121,22.54491
1584678386000 ,64150310,178395,56,154,47,\N,\N,\N,\N,\N,\N,\N,32,50,114.080121,22.54491
1584678385000 ,64150310,178395,58,154,31,31,28,\N,\N,\N,\N,\N,32,50,114.080121,22.54491
1584678464000 ,65691816,178395,46,154,37,37,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678465000 ,65691816,178395,47,154,43,34,29,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678464000 ,65691816,178395,46,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584679205000 ,220845015,688740,68,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545265
1584679224000 ,312661022,688740,54,285,52,48,\N,\N,\N,\N,\N,\N,0,57,114.082202,22.545726
1584678534000 ,135385429,178395,90,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081559,22.544835
1584678540000 ,135385429,178395,89,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081559,22.544835
1584678469000 ,54652457,178395,44,154,39,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678469000 ,54652457,178395,46,154,34,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678469000 ,54652457,178395,44,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678469000 ,54652457,178395,46,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678485000 ,55440647,178395,48,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678485000 ,55440647,178395,48,154,47,37,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584678527000 ,376981897,178395,67,1,62,\N,\N,\N,\N,\N,\N,\N,16,56,114.081494,22.545104
1584677951000 ,282033672,178395,64,154,\N,\N,\N,\N,\N,\N,\N,\N,16,57,114.080357,22.544717
1584677946000 ,282033672,178395,67,154,\N,\N,\N,\N,\N,\N,\N,\N,16,52,114.080357,22.544717
1584677937000 ,520901605,178395,76,1,75,69,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.5449
1584677937000 ,520901605,178395,76,1,88,\N,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.5449
1584677937000 ,520901605,178395,76,1,53,49,48,\N,\N,\N,\N,\N,16,63,114.081559,22.5449
1584677942000 ,520901605,178395,73,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.5449
1584677942000 ,520901605,178395,72,1,39,\N,\N,\N,\N,\N,\N,\N,16,63,114.081537,22.5449
1584677942000 ,520901605,178395,72,1,90,\N,\N,\N,\N,\N,\N,\N,16,63,114.081537,22.5449
1584677942000 ,520901605,178395,72,1,81,\N,\N,\N,\N,\N,\N,\N,16,63,114.081537,22.5449
1584677952000 ,520901605,178395,79,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.54491
1584677952000 ,520901605,178395,79,1,35,33,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.54491
1584677916000 ,520901605,178395,76,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081666,22.544889
1584677917000 ,520901605,178395,76,1,37,32,\N,\N,\N,\N,\N,\N,16,63,114.081623,22.54491
1584677917000 ,520901605,178395,76,1,74,\N,\N,\N,\N,\N,\N,\N,16,63,114.081623,22.54491
1584679688000 ,76907703,179461,76,502,73,\N,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.54549
1584679688000 ,76907703,179461,76,502,40,38,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.54549
1584679699000 ,76907703,179461,76,502,74,57,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545479
1584679699000 ,76907703,179461,76,502,37,34,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545479
1584677963000 ,520901605,178395,79,1,61,57,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.544921
1584677923000 ,379779474,178395,62,155,62,60,59,\N,\N,\N,\N,\N,16,56,114.137413,22.62278
1584677926000 ,379779474,178395,62,155,55,55,\N,\N,\N,\N,\N,\N,16,56,114.137413,22.62278
1584677969000 ,380262144,178395,53,154,47,39,\N,\N,\N,\N,\N,\N,\N,\N,114.080314,22.545082
1584677969000 ,380262144,178395,53,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080336,22.545039
1584679737000 ,166349320,179461,39,501,33,\N,\N,\N,\N,\N,\N,\N,32,34,114.080164,22.545543
1584678845000 ,493846617,704858,65,311,57,56,\N,\N,\N,\N,\N,\N,0,45,114.081065,22.5427
1584677854000 ,381945183,178395,82,155,76,\N,\N,\N,\N,\N,\N,\N,16,56,114.081966,22.543419
1584677854000 ,381945183,178395,81,155,53,52,\N,\N,\N,\N,\N,\N,16,56,114.081795,22.543355
1584677849000 ,381945183,178395,75,155,69,\N,\N,\N,\N,\N,\N,\N,16,56,114.082181,22.543462
1584677849000 ,381945183,178395,75,155,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.081966,22.543419
1584678716000 ,308651911,688740,73,286,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082546,22.545887
1584678661000 ,491176011,704858,65,311,61,58,58,49,\N,\N,\N,\N,16,43,114.083275,22.54329
1584678666000 ,491176011,704858,64,311,62,61,\N,\N,\N,\N,\N,\N,16,43,114.083104,22.54328
1584678661000 ,491176011,704858,65,311,\N,\N,\N,\N,\N,\N,\N,\N,16,43,114.083104,22.54328
1584678646000 ,314737484,688740,61,285,57,\N,\N,\N,\N,\N,\N,\N,16,53,114.082396,22.545543
1584677858000 ,373452692,178395,47,154,42,38,34,\N,\N,\N,\N,\N,\N,\N,114.08025,22.545125
1584677858000 ,373452692,178395,46,154,41,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.54505
1584678674000 ,493846617,704858,63,57,\N,\N,\N,\N,\N,\N,\N,\N,16,61,114.078662,22.543076
1584678679000 ,493846617,704858,70,57,\N,\N,\N,\N,\N,\N,\N,\N,16,61,114.078855,22.543097
1584678685000 ,493846617,704858,67,57,\N,\N,\N,\N,\N,\N,\N,\N,16,53,114.07907,22.543044
1584678690000 ,493846617,704858,75,57,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079198,22.543044
1584678700000 ,493846617,704858,81,57,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079756,22.542915
1584678705000 ,493846617,704858,88,57,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079756,22.542808
1584678658000 ,492616150,704858,63,311,58,56,51,51,\N,\N,\N,\N,\N,\N,114.083511,22.543301
1584678658000 ,492616150,704858,63,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.083383,22.543301
1584677828000 ,409661714,178395,57,154,50,\N,\N,\N,\N,\N,\N,\N,32,48,114.079864,22.544342
1584678670000 ,495572552,704858,66,311,71,57,\N,\N,\N,\N,\N,\N,\N,\N,114.082481,22.543194
1584678670000 ,495572552,704858,66,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082245,22.543237
1584679601000 ,162085877,179461,43,501,42,38,34,\N,\N,\N,\N,\N,32,38,114.080164,22.545543
1584678608000 ,504623000,688740,64,286,59,59,57,\N,\N,\N,\N,\N,\N,\N,114.083232,22.54564
1584678608000 ,504623000,688740,64,286,61,59,57,\N,\N,\N,\N,\N,\N,\N,114.08334,22.54564
1584678651000 ,314190001,688740,59,285,\N,\N,\N,\N,\N,\N,\N,\N,16,55,114.08246,22.545543
1584679100000 ,374710968,704858,83,311,\N,\N,\N,\N,\N,\N,\N,\N,0,62,114.081816,22.542915
1584679105000 ,374710968,704858,72,311,73,\N,\N,\N,\N,\N,\N,\N,0,54,114.081752,22.542754
1584677973000 ,405995159,178395,59,154,\N,\N,\N,\N,\N,\N,\N,\N,32,51,114.079091,22.543612
1584677983000 ,405995159,178395,64,154,68,58,\N,\N,\N,\N,\N,\N,32,50,114.079456,22.543902
1584677983000 ,405995159,178395,64,154,42,38,\N,\N,\N,\N,\N,\N,32,50,114.079456,22.543902
1584677983000 ,405995159,178395,64,154,62,\N,\N,\N,\N,\N,\N,\N,32,50,114.079456,22.543902
1584677983000 ,405995159,178395,64,154,\N,\N,\N,\N,\N,\N,\N,\N,32,50,114.079456,22.543902
1584677978000 ,405995159,178395,61,154,65,54,53,51,\N,\N,\N,\N,32,51,114.07907,22.54358
1584677978000 ,405995159,178395,61,154,45,\N,\N,\N,\N,\N,\N,\N,32,51,114.07907,22.54358
1584678763000 ,81010681,688740,65,285,61,57,\N,\N,\N,\N,\N,\N,0,63,114.082095,22.545683
1584678763000 ,81010681,688740,65,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545511
1584678768000 ,81010681,688740,70,285,63,\N,\N,\N,\N,\N,\N,\N,0,63,114.082438,22.545511
1584678773000 ,81010681,688740,80,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.545501
1584678768000 ,81010681,688740,70,285,37,30,\N,\N,\N,\N,\N,\N,0,63,114.08261,22.545501
1584677786000 ,370202984,178395,52,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.0804,22.545028
1584677972000 ,405995159,178395,59,154,58,52,49,\N,\N,\N,\N,\N,32,51,114.079563,22.543988
1584677973000 ,405995159,178395,59,154,\N,\N,\N,\N,\N,\N,\N,\N,32,51,114.079091,22.543612
1584677861000 ,375672590,178395,47,154,41,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.08025,22.545104
1584677861000 ,375672590,178395,49,154,44,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080271,22.545061
1584679574000 ,69311217,179461,76,502,37,\N,\N,\N,\N,\N,\N,\N,0,63,114.079456,22.545479
1584679579000 ,69311217,179461,76,502,75,\N,\N,\N,\N,\N,\N,\N,0,63,114.079456,22.545479
1584679579000 ,69311217,179461,76,502,37,\N,\N,\N,\N,\N,\N,\N,0,63,114.079456,22.545479
1584677837000 ,383753889,178395,51,154,50,40,\N,\N,\N,\N,\N,\N,\N,\N,114.080421,22.545039
1584677837000 ,383753889,178395,52,154,47,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080421,22.545039
1584677837000 ,383753889,178395,51,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080421,22.545039
1584678595000 ,513544937,688740,67,285,51,42,\N,\N,\N,\N,\N,\N,16,62,114.08231,22.54564
1584677981000 ,284986321,178395,31,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584679505000 ,482498874,179461,70,502,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079628,22.545447
1584677810000 ,411996139,178395,53,154,51,44,43,\N,\N,\N,\N,\N,48,46,114.079113,22.543966
1584677821000 ,411996139,178395,53,154,52,44,44,\N,\N,\N,\N,\N,48,45,114.079563,22.543988
1584677744000 ,340295939,178395,65,155,64,60,59,\N,\N,\N,\N,\N,\N,\N,114.081687,22.54328
1584677744000 ,340295939,178395,65,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081623,22.543366
1584677881000 ,138746433,178395,80,1,70,\N,\N,\N,\N,\N,\N,\N,0,63,114.081451,22.54476
1584679169000 ,220845015,688740,67,285,36,31,29,\N,\N,\N,\N,\N,0,62,114.082739,22.545265
1584679169000 ,220845015,688740,67,285,49,48,\N,\N,\N,\N,\N,\N,0,62,114.082739,22.545265
1584679174000 ,220845015,688740,68,285,62,60,\N,\N,\N,\N,\N,\N,0,61,114.082739,22.545265
1584679179000 ,220845015,688740,69,285,61,\N,\N,\N,\N,\N,\N,\N,0,63,114.082717,22.545265
1584679174000 ,220845015,688740,68,285,32,31,29,\N,\N,\N,\N,\N,0,61,114.082717,22.545265
1584679174000 ,220845015,688740,68,285,51,48,\N,\N,\N,\N,\N,\N,0,61,114.082717,22.545265
1584677794000 ,138746433,178395,78,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081494,22.54475
1584677840000 ,138746433,178395,79,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08143,22.54475
1584677846000 ,138746433,178395,79,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081473,22.544728
1584679164000 ,220845015,688740,66,285,\N,\N,\N,\N,\N,\N,\N,\N,0,61,114.082696,22.545232
1584679169000 ,220845015,688740,67,285,\N,\N,\N,\N,\N,\N,\N,\N,0,62,114.082717,22.545254
1584679164000 ,220845015,688740,66,285,33,31,28,\N,\N,\N,\N,\N,0,61,114.082717,22.545254
1584679164000 ,220845015,688740,66,285,48,47,\N,\N,\N,\N,\N,\N,0,61,114.082717,22.545254
1584679497000 ,68176874,179461,52,503,\N,\N,\N,\N,\N,\N,\N,\N,16,42,114.079628,22.544632
1584679496000 ,68176874,179461,51,503,44,38,37,\N,\N,\N,\N,\N,16,42,114.079628,22.544632
1584679734000 ,73662753,179461,77,502,75,58,\N,\N,\N,\N,\N,\N,16,63,114.079542,22.54549
1584679734000 ,73662753,179461,77,502,38,37,\N,\N,\N,\N,\N,\N,16,63,114.079542,22.54549
1584679729000 ,73662753,179461,77,502,74,\N,\N,\N,\N,\N,\N,\N,16,63,114.079542,22.545479
1584679729000 ,73662753,179461,77,502,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.079542,22.545479
1584677842000 ,382614682,178395,55,154,42,38,\N,\N,\N,\N,\N,\N,\N,\N,114.080421,22.545039
1584677843000 ,382614682,178395,54,154,39,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080379,22.545018
1584677842000 ,382614682,178395,55,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080421,22.545039
1584679582000 ,223770181,179461,66,503,\N,\N,\N,\N,\N,\N,\N,\N,16,51,114.080057,22.544653
1584679577000 ,223770181,179461,65,503,58,53,\N,\N,\N,\N,\N,\N,16,49,114.080057,22.544653
1584678901000 ,44810609,704858,41,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.542979
1584677739000 ,412656723,178395,57,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079799,22.544438
1584679487000 ,472199902,704858,57,57,\N,\N,\N,\N,\N,\N,\N,\N,0,38,114.078705,22.543151
1584679486000 ,472199902,704858,60,57,\N,\N,\N,\N,\N,\N,\N,\N,0,38,114.078877,22.543162
1584679704000 ,11803515,179461,51,501,77,71,\N,\N,\N,\N,\N,\N,32,45,114.079048,22.544707
1584679293000 ,487610194,704858,72,311,68,67,66,62,\N,\N,\N,\N,0,48,114.081709,22.543891
1584678993000 ,231772210,688740,71,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08231,22.545554
1584678999000 ,231772210,688740,75,285,62,\N,\N,\N,\N,\N,\N,\N,0,63,114.082481,22.545543
1584679004000 ,231772210,688740,74,285,66,\N,\N,\N,\N,\N,\N,\N,0,63,114.082524,22.545511
1584680072000 ,5521833,179461,73,502,71,\N,\N,\N,\N,\N,\N,\N,0,62,114.079177,22.545812
1584680077000 ,5521833,179461,72,502,70,\N,\N,\N,\N,\N,\N,\N,0,61,114.079177,22.545801
1584678986000 ,120426167,688740,60,285,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.083361,22.545576
1584679372000 ,487610194,704858,65,57,61,\N,\N,\N,\N,\N,\N,\N,0,37,114.0807,22.542915
1584679377000 ,487610194,704858,73,57,\N,\N,\N,\N,\N,\N,\N,\N,0,37,114.080679,22.542915
1584679382000 ,487610194,704858,74,57,\N,\N,\N,\N,\N,\N,\N,\N,0,49,114.080357,22.542926
1584679372000 ,487610194,704858,64,57,\N,\N,\N,\N,\N,\N,\N,\N,0,37,114.080679,22.542915
1584678219000 ,522292361,178395,72,1,30,25,\N,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678219000 ,522292361,178395,72,1,67,66,63,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678219000 ,522292361,178395,72,1,73,\N,\N,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678219000 ,522292361,178395,72,1,77,\N,\N,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678244000 ,522292361,178395,68,1,66,66,64,\N,\N,\N,\N,\N,16,63,114.081559,22.544921
1584678198000 ,522292361,178395,73,1,75,\N,\N,\N,\N,\N,\N,\N,16,63,114.081645,22.54491
1584678203000 ,522292361,178395,67,1,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.081645,22.54491
1584678203000 ,522292361,178395,67,1,29,27,26,\N,\N,\N,\N,\N,16,54,114.081666,22.544889
1584678203000 ,522292361,178395,67,1,52,51,50,\N,\N,\N,\N,\N,16,54,114.081666,22.544889
1584678203000 ,522292361,178395,67,1,72,\N,\N,\N,\N,\N,\N,\N,16,54,114.081666,22.544889
1584678203000 ,522292361,178395,67,1,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.081666,22.544889
1584678213000 ,522292361,178395,72,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081645,22.54491
1584678213000 ,522292361,178395,72,1,28,26,26,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678213000 ,522292361,178395,72,1,67,66,64,\N,\N,\N,\N,\N,16,63,114.081602,22.544921
1584678198000 ,522292361,178395,73,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081623,22.544889
1584678198000 ,522292361,178395,73,1,26,21,\N,\N,\N,\N,\N,\N,16,63,114.081645,22.54491
1584678198000 ,522292361,178395,73,1,67,66,60,\N,\N,\N,\N,\N,16,63,114.081645,22.54491
1584678903000 ,309324043,688740,51,285,48,47,\N,\N,\N,\N,\N,\N,16,42,114.082739,22.544878
1584678243000 ,58651581,178395,55,154,45,41,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584679808000 ,74333857,179461,75,502,75,57,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545597
1584679808000 ,74333857,179461,75,502,38,35,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545597
1584679818000 ,74333857,179461,75,502,76,57,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545597
1584679813000 ,74333857,179461,75,502,77,59,\N,\N,\N,\N,\N,\N,0,63,114.079542,22.545586
